Date,Open,High,Low,Close,Adj Close,Volume
2010-10-01,337500.000000,340500.000000,330000.000000,330000.000000,293137.031250,463227
2010-10-04,329000.000000,330000.000000,320000.000000,324500.000000,288251.312500,423532
2010-10-05,321500.000000,324000.000000,311500.000000,316500.000000,281145.093750,555855
2010-10-06,323500.000000,326000.000000,318000.000000,324500.000000,288251.312500,497988
2010-10-07,325000.000000,330000.000000,320500.000000,321500.000000,285586.531250,288620
2010-10-08,320500.000000,330000.000000,320500.000000,328000.000000,291360.437500,365066
2010-10-11,328000.000000,328000.000000,320500.000000,321000.000000,285142.406250,275279
2010-10-12,318000.000000,319000.000000,304000.000000,306000.000000,271817.968750,645307
2010-10-13,311500.000000,313000.000000,301000.000000,309500.000000,274927.000000,383602
2010-10-14,313000.000000,328000.000000,311500.000000,327000.000000,290472.125000,721558
2010-10-15,330500.000000,335000.000000,326000.000000,335000.000000,297578.500000,513273
2010-10-18,337000.000000,339000.000000,331000.000000,331000.000000,294025.343750,333254
2010-10-19,335500.000000,338500.000000,326000.000000,326000.000000,289583.812500,425843
2010-10-20,320500.000000,339500.000000,319500.000000,337500.000000,299799.218750,459059
2010-10-21,339500.000000,346000.000000,334000.000000,345500.000000,306905.562500,419578
2010-10-22,349500.000000,356500.000000,349000.000000,353500.000000,314011.968750,509018
2010-10-25,355500.000000,356500.000000,347500.000000,355000.000000,315344.437500,350818
2010-10-26,353500.000000,356000.000000,351000.000000,355000.000000,315344.437500,246703
2010-10-27,352500.000000,355500.000000,345000.000000,346500.000000,307793.843750,280966
2010-10-28,344000.000000,357500.000000,343500.000000,355000.000000,315344.437500,374825
2010-10-29,358500.000000,358500.000000,345000.000000,347000.000000,308238.031250,304162
2010-11-01,347000.000000,370500.000000,339000.000000,370000.000000,328668.781250,661939
2010-11-02,374500.000000,381500.000000,369000.000000,376000.000000,333998.531250,449532
2010-11-03,375000.000000,385500.000000,374500.000000,382000.000000,339328.312500,368983
2010-11-04,381000.000000,392500.000000,376500.000000,386500.000000,343325.625000,436484
2010-11-05,388000.000000,392000.000000,376500.000000,376500.000000,334442.718750,327179
2010-11-08,375500.000000,386000.000000,372500.000000,383000.000000,340216.656250,267762
2010-11-09,383500.000000,390000.000000,380500.000000,389000.000000,345546.375000,284623
2010-11-10,389000.000000,400000.000000,387500.000000,393500.000000,349543.687500,364194
2010-11-11,398500.000000,403000.000000,380000.000000,380000.000000,337551.750000,557701
2010-11-12,390000.000000,397500.000000,380500.000000,388500.000000,345102.187500,460062
2010-11-15,387000.000000,393000.000000,374000.000000,384500.000000,341549.031250,377984
2010-11-16,378000.000000,388000.000000,376500.000000,382000.000000,339328.312500,269338
2010-11-17,377000.000000,392500.000000,376500.000000,390500.000000,346878.781250,237439
2010-11-18,396000.000000,402000.000000,394000.000000,402000.000000,357094.218750,307246
2010-11-19,402000.000000,407500.000000,398000.000000,401500.000000,356650.062500,229179
2010-11-22,400500.000000,401500.000000,388500.000000,395000.000000,350876.093750,300382
2010-11-23,390000.000000,393500.000000,384500.000000,391000.000000,347322.968750,272963
2010-11-24,387000.000000,389500.000000,382500.000000,388000.000000,344658.062500,359460
2010-11-25,390000.000000,394500.000000,386000.000000,394500.000000,350431.968750,219148
2010-11-26,392000.000000,395000.000000,379500.000000,380500.000000,337995.906250,234620
2010-11-29,378000.000000,386000.000000,370000.000000,381500.000000,338884.156250,247026
2010-11-30,381500.000000,392000.000000,379000.000000,388000.000000,344658.062500,267050
2010-12-01,386500.000000,396500.000000,386000.000000,395500.000000,351320.281250,209856
2010-12-02,396000.000000,397000.000000,392000.000000,395500.000000,351320.281250,229536
2010-12-03,396000.000000,399000.000000,387500.000000,395000.000000,350876.093750,219973
2010-12-06,391000.000000,395000.000000,385000.000000,385000.000000,341993.187500,171120
2010-12-07,389000.000000,389000.000000,379500.000000,388500.000000,345102.187500,230822
2010-12-08,385000.000000,390000.000000,383500.000000,385000.000000,341993.187500,160181
2010-12-09,385000.000000,387000.000000,380500.000000,385000.000000,341993.187500,327577
2010-12-10,382000.000000,383500.000000,375000.000000,377500.000000,335331.000000,484674
2010-12-13,377000.000000,377000.000000,363500.000000,370000.000000,328668.781250,493968
2010-12-14,372000.000000,373500.000000,366500.000000,373500.000000,331777.812500,376811
2010-12-15,374000.000000,387500.000000,373500.000000,385000.000000,341993.187500,490250
2010-12-16,386500.000000,394000.000000,385000.000000,387500.000000,344213.937500,365849
2010-12-17,389000.000000,391000.000000,385000.000000,387500.000000,344213.937500,252295
2010-12-20,380000.000000,384000.000000,374500.000000,379500.000000,337107.593750,409120
2010-12-21,379000.000000,384500.000000,375500.000000,379500.000000,337107.593750,271520
2010-12-22,379500.000000,394000.000000,379500.000000,382000.000000,339328.312500,332226
2010-12-23,383000.000000,390000.000000,379500.000000,387500.000000,344213.937500,233267
2010-12-24,389500.000000,390000.000000,381000.000000,381500.000000,338884.156250,143521
2010-12-27,380000.000000,380500.000000,373000.000000,375500.000000,333554.437500,188161
2010-12-28,377000.000000,382500.000000,374500.000000,381000.000000,338440.031250,180392
2010-12-29,379000.000000,389000.000000,378500.000000,389000.000000,349212.625000,206634
2010-12-30,391000.000000,391000.000000,387000.000000,391000.000000,351008.031250,204047
2011-01-03,393000.000000,393500.000000,387500.000000,390500.000000,350559.218750,219745
2011-01-04,390000.000000,395000.000000,388000.000000,395000.000000,354598.968750,282050
2011-01-05,395000.000000,418000.000000,393000.000000,418000.000000,375246.468750,649057
2011-01-06,421000.000000,423000.000000,411500.000000,418000.000000,375246.468750,434464
2011-01-07,416500.000000,418000.000000,411500.000000,415500.000000,373002.187500,275305
2011-01-10,410500.000000,412500.000000,401000.000000,407000.000000,365371.593750,399649
2011-01-11,410500.000000,415500.000000,406000.000000,415500.000000,373002.187500,270202
2011-01-12,414500.000000,425500.000000,412500.000000,419000.000000,376144.218750,361306
2011-01-13,418500.000000,420000.000000,411000.000000,416000.000000,373451.062500,294075
2011-01-14,415000.000000,425000.000000,408000.000000,422000.000000,378837.375000,292440
