Date,Open,High,Low,Close,Adj Close,Volume
2010-10-01,16300.000000,16350.000000,15850.000000,16200.000000,14816.012695,221703
2010-10-04,16350.000000,16800.000000,16050.000000,16450.000000,15044.654297,387432
2010-10-05,16250.000000,16450.000000,15500.000000,15850.000000,14495.913086,292795
2010-10-06,16350.000000,16400.000000,15350.000000,15350.000000,14038.628906,298693
2010-10-07,15750.000000,15950.000000,15000.000000,15450.000000,14130.085938,398570
2010-10-08,15550.000000,16300.000000,15150.000000,15950.000000,14587.371094,310999
2010-10-11,16100.000000,17350.000000,16100.000000,16650.000000,15227.566406,1000614
2010-10-12,16500.000000,16750.000000,16200.000000,16700.000000,15273.296875,957270
2010-10-13,16900.000000,17400.000000,16650.000000,16900.000000,15456.208008,380503
2010-10-14,17250.000000,17900.000000,16950.000000,17800.000000,16279.323242,404709
2010-10-15,17750.000000,17900.000000,17350.000000,17850.000000,16325.050781,326233
2010-10-18,18300.000000,18350.000000,17150.000000,17300.000000,15822.037109,397575
2010-10-19,17400.000000,17750.000000,17000.000000,17300.000000,15822.037109,249279
2010-10-20,17050.000000,17650.000000,17050.000000,17400.000000,15913.493164,207524
2010-10-21,17600.000000,17600.000000,16850.000000,16900.000000,15456.208008,207556
2010-10-22,17050.000000,17800.000000,16900.000000,17750.000000,16233.593750,414551
2010-10-25,18200.000000,19250.000000,18200.000000,18950.000000,17331.078125,621064
2010-10-26,19050.000000,19450.000000,18500.000000,19450.000000,17788.361328,424322
2010-10-27,19500.000000,19850.000000,19100.000000,19800.000000,18108.460938,249190
2010-10-28,19550.000000,19650.000000,18850.000000,19550.000000,17879.818359,320804
2010-10-29,19050.000000,19350.000000,18850.000000,19250.000000,17605.445313,308049
2010-11-01,19250.000000,20700.000000,19200.000000,20000.000000,18291.373047,592744
2010-11-02,20100.000000,20100.000000,19150.000000,19200.000000,17559.718750,335089
2010-11-03,19450.000000,19650.000000,18000.000000,18600.000000,17010.974609,586140
2010-11-04,18900.000000,18900.000000,18100.000000,18300.000000,16736.609375,400363
2010-11-05,18600.000000,18650.000000,17400.000000,17500.000000,16004.951172,371897
2010-11-08,17900.000000,18200.000000,17500.000000,17800.000000,16279.323242,308587
2010-11-09,17900.000000,18600.000000,17600.000000,18000.000000,16462.236328,344456
2010-11-10,17800.000000,18450.000000,17650.000000,18450.000000,16873.792969,256539
2010-11-11,18450.000000,18750.000000,17850.000000,18300.000000,16736.609375,269631
2010-11-12,18200.000000,18200.000000,16550.000000,17500.000000,16004.951172,399779
2010-11-15,17450.000000,17500.000000,16800.000000,17150.000000,15684.852539,203239
2010-11-16,17300.000000,18150.000000,16600.000000,17750.000000,16233.593750,358456
2010-11-17,17400.000000,17700.000000,16700.000000,17500.000000,16004.951172,484573
2010-11-18,17500.000000,17900.000000,17500.000000,17850.000000,16325.050781,247837
2010-11-19,17900.000000,18700.000000,17900.000000,18400.000000,16828.062500,361526
2010-11-22,18700.000000,18700.000000,17800.000000,17950.000000,16416.505859,308689
2010-11-23,17800.000000,17950.000000,16800.000000,16950.000000,15501.940430,417360
2010-11-24,16050.000000,16950.000000,16000.000000,16600.000000,15181.838867,502071
2010-11-25,16750.000000,16900.000000,16400.000000,16500.000000,15090.383789,161921
2010-11-26,16550.000000,16750.000000,15600.000000,15950.000000,14587.371094,328205
2010-11-29,15800.000000,16100.000000,15150.000000,15750.000000,14404.456055,298484
2010-11-30,15550.000000,16350.000000,15500.000000,16100.000000,14724.554688,297420
2010-12-01,16000.000000,16650.000000,15700.000000,16600.000000,15181.838867,263774
2010-12-02,16850.000000,17200.000000,16700.000000,16800.000000,15364.753906,352820
2010-12-03,17100.000000,17100.000000,16300.000000,16300.000000,14907.467773,176757
2010-12-06,17600.000000,18000.000000,16700.000000,16700.000000,15273.296875,1123016
2010-12-07,16600.000000,16700.000000,16100.000000,16400.000000,14998.924805,299621
2010-12-08,16400.000000,16600.000000,16050.000000,16100.000000,14724.554688,172127
2010-12-09,16500.000000,16800.000000,16300.000000,16800.000000,15364.753906,179049
2010-12-10,17000.000000,17400.000000,16850.000000,17150.000000,15684.852539,194421
2010-12-13,17200.000000,17200.000000,16600.000000,16900.000000,15456.208008,135083
2010-12-14,17000.000000,17950.000000,17000.000000,17800.000000,16279.323242,561565
2010-12-15,17900.000000,18000.000000,17600.000000,18000.000000,16462.236328,256403
2010-12-16,17800.000000,17900.000000,17600.000000,17750.000000,16233.593750,170561
2010-12-17,17900.000000,17950.000000,17250.000000,17250.000000,15776.308594,218142
2010-12-20,16700.000000,17000.000000,16450.000000,17000.000000,15547.666992,160160
2010-12-21,17500.000000,17950.000000,17350.000000,17950.000000,16416.505859,331217
2010-12-22,17800.000000,18250.000000,17750.000000,17850.000000,16325.050781,196311
2010-12-23,17900.000000,18600.000000,17750.000000,18450.000000,16873.792969,367938
2010-12-24,18400.000000,18700.000000,17850.000000,17950.000000,16416.505859,177566
2010-12-27,18150.000000,18150.000000,17200.000000,17300.000000,15822.037109,177004
2010-12-28,17300.000000,17500.000000,16750.000000,16900.000000,15456.208008,183506
2010-12-29,16850.000000,17000.000000,16350.000000,16700.000000,15273.296875,314439
2010-12-30,16800.000000,17100.000000,16450.000000,17100.000000,15639.124023,198701
2011-01-03,17250.000000,17750.000000,17100.000000,17650.000000,16142.135742,394803
2011-01-04,17900.000000,19000.000000,17450.000000,18950.000000,17331.078125,718030
2011-01-05,19000.000000,20050.000000,18750.000000,19400.000000,17742.630859,801493
2011-01-06,19650.000000,19700.000000,18850.000000,19300.000000,17651.177734,316840
2011-01-07,19300.000000,20150.000000,19000.000000,19250.000000,17605.445313,295352
2011-01-10,19300.000000,20550.000000,19300.000000,20450.000000,18702.925781,698854
