Date,Open,High,Low,Close,Adj Close,Volume
2010-10-01,39948.601563,41338.699219,39948.601563,41096.898438,37719.433594,798924
2010-10-04,41399.101563,41459.601563,40553.000000,40553.000000,37220.230469,461976
2010-10-05,40371.699219,40673.898438,39767.300781,40130.000000,36832.003906,304648
2010-10-06,40432.101563,41338.699219,39948.601563,41217.800781,37830.398438,564389
2010-10-07,41036.500000,41399.101563,40069.500000,40371.699219,37053.832031,454773
2010-10-08,40371.699219,40432.101563,39283.800781,39404.699219,36166.296875,407458
2010-10-11,39827.800781,40009.101563,39344.300781,39404.699219,36166.296875,867751
2010-10-12,39586.000000,39827.800781,38135.601563,38437.699219,35278.769531,477556
2010-10-13,38377.300781,38739.898438,37954.199219,38256.398438,35112.371094,425017
2010-10-14,38135.601563,38679.500000,38075.101563,38679.500000,35500.707031,447940
2010-10-15,38558.601563,39042.101563,38256.398438,38437.699219,35278.769531,360529
2010-10-18,38679.500000,39102.500000,38377.300781,38377.300781,35223.332031,317309
2010-10-19,38679.500000,38981.699219,38256.398438,38377.300781,35223.332031,248539
2010-10-20,38135.601563,38679.500000,38075.101563,38558.601563,35389.742188,175683
2010-10-21,38558.601563,38679.500000,37954.199219,37954.199219,34835.007813,358408
2010-10-22,37893.800781,38316.898438,37591.601563,38075.101563,34945.976563,262367
2010-10-25,38377.300781,38377.300781,37833.398438,38256.398438,35112.371094,205751
2010-10-26,38135.601563,38316.898438,38014.699219,38135.601563,35001.507813,212055
2010-10-27,38135.601563,39223.398438,38135.601563,38739.898438,35556.136719,545930
2010-10-28,38739.898438,39827.800781,38739.898438,39223.398438,35999.906250,468682
2010-10-29,39706.898438,39706.898438,37833.398438,37893.800781,34779.574219,440608
2010-11-01,37954.199219,38014.699219,37108.101563,37591.601563,34502.214844,336206
2010-11-02,37712.500000,38135.601563,37289.398438,37470.699219,34391.242188,223306
2010-11-03,37833.398438,38316.898438,37470.699219,37591.601563,34502.214844,307844
2010-11-04,37772.898438,38256.398438,37470.699219,37833.398438,34724.132813,210122
2010-11-05,38135.601563,38196.000000,37470.699219,37531.199219,34446.773438,257064
2010-11-08,38075.101563,38075.101563,37531.199219,37591.601563,34502.214844,147500
2010-11-09,37772.898438,39223.398438,37591.601563,39163.000000,35944.472656,507268
2010-11-10,39283.800781,39283.800781,38316.898438,38316.898438,35167.894531,425685
2010-11-11,38316.898438,38377.300781,37470.699219,37470.699219,34391.242188,417261
2010-11-12,37712.500000,38014.699219,36141.101563,36685.101563,33670.207031,451343
2010-11-15,36443.300781,36866.398438,34932.398438,36141.101563,33170.914063,394454
2010-11-16,36141.101563,36564.199219,35597.199219,35959.800781,33004.515625,228121
2010-11-17,35295.000000,36503.800781,35295.000000,36262.000000,33281.882813,119932
2010-11-18,36262.000000,36685.101563,36020.300781,36262.000000,33281.882813,175743
2010-11-19,36322.398438,36745.500000,35476.300781,36080.699219,33115.480469,352923
2010-11-22,36141.101563,36564.199219,35657.601563,35657.601563,32727.150391,879173
2010-11-23,35899.398438,36080.699219,34932.398438,35053.300781,32172.513672,440120
2010-11-24,33663.199219,34630.199219,33421.500000,34146.699219,31340.421875,467787
2010-11-25,34751.101563,35053.300781,34086.300781,34207.199219,31395.949219,372125
2010-11-26,34569.800781,34630.199219,33844.500000,33965.398438,31174.017578,196573
2010-11-29,33663.199219,34328.000000,33361.101563,33481.898438,30730.251953,176395
2010-11-30,33784.101563,34388.500000,33481.898438,33481.898438,30730.251953,313227
2010-12-01,33602.800781,34811.500000,33542.398438,34690.699219,31839.716797,285651
2010-12-02,34992.800781,34992.800781,34267.601563,34388.500000,31562.349609,324306
2010-12-03,34509.300781,34690.699219,33723.699219,34388.500000,31562.349609,226510
2010-12-06,34751.101563,35234.601563,34267.601563,34267.601563,31451.388672,231429
2010-12-07,34267.601563,34509.300781,33784.101563,33844.500000,31063.054688,210622
2010-12-08,34086.300781,34388.500000,33421.500000,33723.699219,30952.181641,275566
2010-12-09,34025.898438,34569.800781,33784.101563,34388.500000,31562.349609,238521
2010-12-10,34388.500000,35597.199219,34086.300781,35355.500000,32449.876953,429765
2010-12-13,35536.800781,35536.800781,34932.398438,35174.199219,32283.476563,193020
2010-12-14,35174.199219,35174.199219,34751.101563,34992.800781,32116.984375,217658
2010-12-15,35174.199219,35476.300781,34690.699219,34992.800781,32116.984375,254748
2010-12-16,35113.699219,36020.300781,34751.101563,35174.199219,32283.476563,338280
2010-12-17,35476.300781,35476.300781,34630.199219,34872.000000,32006.113281,296734
